ModesCode;LabelWeb;ActiveLanguage;DescriptionLong;Characteristics;composition;type
EQYWS03917;FREEFALLCARGO (CJZ0);master;"&nbsp;";"__Fabric:__ Pure cotton slub
__Fit:__ Baggy 22"" length
__Waist:__ Elasticated waistband
Side pockets
Back pockets
Cargo pockets";[Main Fabric] 100% Cotton;Elasticated Cargo Shorts
EQYBA03191;PANDORPACK (KTP0);master;"&nbsp;";"__Fabric:__ Recycled Polyester [600D]
__Compartments:__ Main Zipped Compartment, Front Zip Pocket
__Straps:__ Adjustable Shoulder Strap
Daisy Chain with D-Ring Attachment
Front Label
__Size:__ 18[H] x 15[W] x 5[D] cm
__Volume:__ 2L";[Main Fabric] 100% Recycled Polyester;Small Shoulder Bag
EQWWT03155;LOMASWOVENTOP (WEG3);master;"&nbsp;";"__Fabric:__ Organic cotton, true hemp blend [140 g/m2]
__Fit:__ Gilet fit
__Wash:__ Softener wash and anti-pilling treatment
All-over printed design
Quiksilver recycled woven label centered on left waist patched pocket";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Sleeveless Top
EQYKT04418;NOYA DOUBLE LAY (KTP0);master;"&nbsp;";"__Fabric:__ Organic cotton heavy weight fabric [250 g/m2]
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Crew neckline
HD screen print
Quiksilver woven label in side seam";[Main Fabric] 100% Organic Cotton;Double Layer T-Shirt
EQWWD03131;GARRISONDRESS (WEG3);master;"&nbsp;";"__Fabric:__ Cotton twill [230 g/m2]
__Fit:__ Maxi fit
__Wash:__ Heavy wash
Brushed fabric
One colour plaid
Elasticated waist
Zip on centre back opening
Quiksilver graphic embroidery on chest
Quiksilver recycled label pack";[Main Fabric] 55% Organic Cotton, 45% True Hemp;Long Sleeve Maxi Dress
EQYHY03892;HIGHLINE AMPHIB (YKM0);master;"&nbsp;";"__Use:__ Training
BENEFITS
__Freedom Of Movement:__ Comfortable, stretch fabric
DryFlight¨ Ultra wicking fabric - ultra-light, breathable and quick-drying
Smart pocket for your essentials
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Main fabric - Poplin, recycled polyester, elastane [120 g/m2]
Recycled polyester and elastane blend iner short
FEATURES
__Fit:__ Athletic fit
__Lining:__ Stretch iner liner
__Closure:__Soft jacquard-knit elasticated waist with drawcord
__Outseam:__ 17"" outseam
__Pockets:__ Signature secured phone pocket
Side hand pockets
Internal key pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Amphibian Boardshorts
EQWNS03091;BRICKENSBERMUDA (TMP1);master;"&nbsp;";"__Fabric:__ Lightweight cotton fabric [150 g/m2]
__Fit:__ Slack high waist
__Wash:__ Garment wash with soft hand-feel
Button and metal zip on front opening
Quiksilver plaid
Pleats on front
Welt pocket on back
Belt loops on waist
Quiksilver recycled woven label pack

";[Main Fabric] 100% Cotton;Bermuda Shorts
EQYHY03892;HIGHLINE AMPHIB (KVJ0);master;"&nbsp;";"__Use:__ Training
BENEFITS
__Freedom Of Movement:__ Comfortable, stretch fabric
DryFlight¨ Ultra wicking fabric - ultra-light, breathable and quick-drying
Smart pocket for your essentials
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Main fabric - Poplin, recycled polyester, elastane [120 g/m2]
Recycled polyester and elastane blend iner short
FEATURES
__Fit:__ Athletic fit
__Lining:__ Stretch iner liner
__Closure:__Soft jacquard-knit elasticated waist with drawcord
__Outseam:__ 17"" outseam
__Pockets:__ Signature secured phone pocket
Side hand pockets
Internal key pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Amphibian Boardshorts
EQYHY03892;HIGHLINE AMPHIB (SJEH);master;"&nbsp;";"__Use:__ Training
BENEFITS
__Freedom Of Movement:__ Comfortable, stretch fabric
DryFlight¨ Ultra wicking fabric - ultra-light, breathable and quick-drying
Smart pocket for your essentials
MADE BETTER
Made with 45% recycled polyester fibres from textile waste and 45% from plastic bottles
PFC Free durable water repellent treatment
__Fabric:__ Main fabric - Poplin, recycled polyester, elastane [120 g/m2]
Recycled polyester and elastane blend iner short
FEATURES
__Fit:__ Athletic fit
__Lining:__ Stretch iner liner
__Closure:__Soft jacquard-knit elasticated waist with drawcord
__Outseam:__ 17"" outseam
__Pockets:__ Signature secured phone pocket
Side hand pockets
Internal key pocket";[Main Fabric] 88% Recycled Polyester, 12% Elastane;Amphibian Boardshorts
EQYBA03192;MOJAVEpack (GNZ0);master;"&nbsp;";"__Fabric:__ Recycled Polyester [600D]
__Compartments:__ Two Compartments, Back Zipped Pocket
__Straps:__ Adjustable Webbing Strap
Front Strap Attachment
__Size:__ 15.5[H] x 29[W] x 7[D] cm
__Volume:__ 2L";[Main Fabric] 100% Recycled Polyester;Waist Pack
EQYBA03192;MOJAVEpack (TKS0);master;"&nbsp;";"__Fabric:__ Recycled Polyester [600D]
__Compartments:__ Two Compartments, Back Zipped Pocket
__Straps:__ Adjustable Webbing Strap
Front Strap Attachment
__Size:__ 15.5[H] x 29[W] x 7[D] cm
__Volume:__ 2L";[Main Fabric] 100% Recycled Polyester;Waist Pack
EQKHA03044;CLASSIC FOAM TR (KZM0);master;"&nbsp;";"5 Panel foam fit
Printed art on front panels
Back mesh
Plastic Adjuster";[Main Fabric] 100% Polyester;Trucker Cap
AQYAA03354;Freshness Towel (BJK6);master;"&nbsp;";"__Fabric:__ Thick cotton velour
Sublimated print
__Size:__ 63"" x 31""/160cm x 80cm.";[Main Fabric] 100% Cotton;Beach Towel
EQKHA03044;CLASSIC FOAM TR (KVJ0);master;"&nbsp;";"5 Panel foam fit
Printed art on front panels
Back mesh
Plastic Adjuster";[Main Fabric] 100% Polyester;Trucker Cap
AQYAA03354;Freshness Towel (KTP6);master;"&nbsp;";"__Fabric:__ Thick cotton velour
Sublimated print
__Size:__ 63"" x 31""/160cm x 80cm.";[Main Fabric] 100% Cotton;Beach Towel
AQBHA03593;CLASSIC FOAM TR (CRE6);master;"&nbsp;";"5-panel foam trucker
Sublimated art on front panels
Woven label at centre front
Plastic rear closure.";[Main Fabric] 100% Polyester;Cap
AQYHA05096;DECADES COTTON (BLC0);master;"&nbsp;";"Curved brim
Faux debossed patch on centre front
__Fabric:__ Washed twill front panels, mesh rear panels
High-definition label at rear closure
Plastic snapback";[Main Fabric] 57% Polyester, 43% Cotton;Cap
AQYAA03354;Freshness Towel (BQV6);master;"&nbsp;";"__Fabric:__ Thick cotton velour
Sublimated print
__Size:__ 63"" x 31""/160cm x 80cm.";[Main Fabric] 100% Cotton;Beach Towel
EQKHA03044;CLASSIC FOAM TR (GNZ0);master;"&nbsp;";"5 Panel foam fit
Printed art on front panels
Back mesh
Plastic Adjuster";[Main Fabric] 100% Polyester;Trucker Cap
AQYAA03354;Freshness Towel (CRE6);master;"&nbsp;";"__Fabric:__ Thick cotton velour
Sublimated print
__Size:__ 63"" x 31""/160cm x 80cm.";[Main Fabric] 100% Cotton;Beach Towel
EQYHA03467;DRIFTER CLICKER (RZM0);master;"&nbsp;";"5 Panel fit
__Fabric:__ Recycled fabric
Netplus¨ brim made from recycled fishing nets
Flat direct embroidery
Adjustable plastic snap closure";[Main Fabric] 100% Cotton;Snapback Cap
AQYHA03575;Renegade 2 (CRE0);master;"&nbsp;";"__Fabric:__ Cotton twill fabric
Debossed faux leather patch on side front
Matching fabric closure";[Main Fabric] 100% Cotton;Military Cap
AQYHA05096;DECADES COTTON (TKS0);master;"&nbsp;";"Curved brim
Faux debossed patch on centre front
__Fabric:__ Washed twill front panels, mesh rear panels
High-definition label at rear closure
Plastic snapback";[Main Fabric] 57% Polyester, 43% Cotton;Cap
EQYBP03727;WTR DAYPACK (CRE0);master;"&nbsp;";"__Fabric:__ Sealed Seam Tarpaulin and Recycled Polyester [600D]
__Compartments/Closure:__ Main Zipped Compartment, Front Pocket for Essentials
Bonded Wet/Dry Bottom
Air Mesh Shoulder Strap
__Size:__ 47[H] x 33[W] x 18[D] cm
__Volume:__ 20L";[Main Fabric] 89% Polyvinylchloride, 11% Polyester;Surf Day Pack
EQYBP03731;ALTACAMABACKPAC (CRE0);master;"&nbsp;";"__Fabric:__ Recycled Polyester [600D/450D Micro Ripstop, 900D Bottom Fabric]
__Compartments/Closure:__ Main Zip Compartment, Exterior Fleece-Lined Goggle Pocket, Two Side Mesh Pockets
__Straps:__ Padded Shoulder Straps with Sternum Strap
Removable Waist Belt
Front Strap Attachments
Inside Organizer with Laptop Sleeve
__Size:__ 48[H] x 28[W] x 15[D] cm
__Volume:__ 18L";[Main Fabric] 100% Recycled Polyester;Backpack
EQWNS03094;TAWLEYSHOR (TKS0);master;"&nbsp;";"__Fabric:__ Organic cotton [115 g/m2]
__Fit:__ Elasticated fit
__Wash:__ Simple garment wash
Fluid look
Matching fabric drawcord on waistband
Quiksilver striped yarn-dyed design
Recycled woven label pack";[Main Fabric] 100% Recycled Nylon;Elasticated Shorts
EQKWS03221;TAXERBOYWS (CJZ0);master;"&nbsp;";"__Fabric:__ Cotton Stretch Poplin
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 15"" outseam
__Waist:__ Elasticated
__Closure:__Drawcord
__Pockets:__ Front slash and back patch pocket
Woven label on front0 on back patch";[Main Fabric] 98% Cotton, 2% Elastane;Elasticated Shorts
EQWJK03088;TAWLEY (TKS0);master;"&nbsp;";"__Fabric:__ Crinkle nylon [117 g/m2]
Lined with contrasted colour mesh
__Fit:__ Oversized fit
__Pockets:__ Welt pockets on front
__Closure:__Zip on centre front
Elasticated cuffs
Pop colour stitch
Quiksilver heat transfer logo on chest
Quiksilver recycled label pack";[Main Fabric] 100% Recycled Nylon;Crinkle Nylon Jacket
EQKWS03221;TAXERBOYWS (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton Stretch Poplin
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 15"" outseam
__Waist:__ Elasticated
__Closure:__Drawcord
__Pockets:__ Front slash and back patch pocket
Woven label on front0 on back patch";[Main Fabric] 98% Cotton, 2% Elastane;Elasticated Shorts
EQYBA03194;MEDBACKDRY (CRE0);master;"&nbsp;";"__Fabric:__ Sealed Seam Tarpaulin and Polyester [600D]
__Compartments/Closure:__ Main Compartment with Roll-Top Closure
Adjustable Strap
Screen-Printed Logo
__Size:__ 55[H] x 24[W] cm
__Volume:__ 10L";[Main Fabric] 89% Polyvinylchloride, 11% Polyester;Gear Bag
EQYBA03194;MEDBACKDRY (KTP0);master;"&nbsp;";"__Fabric:__ Sealed Seam Tarpaulin and Polyester [600D]
__Compartments/Closure:__ Main Compartment with Roll-Top Closure
Adjustable Strap
Screen-Printed Logo
__Size:__ 55[H] x 24[W] cm
__Volume:__ 10L";[Main Fabric] 89% Polyvinylchloride, 11% Polyester;Gear Bag
EQBNP03137;NEWWEGETBY (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton, elastane [205 g/m2]
__Fit:__ Straight tapered cargo fit
__Fly/Waist:__ Elastic waistband with Drawcord
Drawcord is fixed at middle back waistband with bartack
Contrasted embroidery QUIKSILVER lettering on left hand side pocket
Branded label on left hand front pocket and right hand back pocket";[Main Fabric] 98% Cotton, 2% Elastane;Cargo Trousers
EQYWS03907;TAXERCARGOWS (CJZ0);master;"&nbsp;";"Polyester cotton blend Twill
__Fit:__ Elasticated 19"" fit
__Fly/Waist:__ Elasticated waistband with zip
Drawcord closure
Side pockets
Back pockets
Cargo pockets";[Main Fabric] 98% Cotton, 2% Elastane;Elasticated Cargo Shorts
EQYWS03907;TAXERCARGOWS (KTP0);master;"&nbsp;";"Polyester cotton blend Twill
__Fit:__ Elasticated 19"" fit
__Fly/Waist:__ Elasticated waistband with zip
Drawcord closure
Side pockets
Back pockets
Cargo pockets";[Main Fabric] 98% Cotton, 2% Elastane;Elasticated Cargo Shorts
AQYAA03233;HOODY TOWEL (KVJ8);master;"&nbsp;";"__Fabric:__ Terry cotton
Mixed batch of prints across style
Front kangaroo pocket
Chest and back logo
__Size:__ 43"" x 31""/110cm x 81cm.";[Main Fabric] 100% Cotton;Poncho Changing Towel
AQYAA03233;HOODY TOWEL (BJK7);master;"&nbsp;";"__Fabric:__ Terry cotton
Mixed batch of prints across style
Front kangaroo pocket
Chest and back logo
__Size:__ 43"" x 31""/110cm x 81cm.";[Main Fabric] 100% Cotton;Poncho Changing Towel
EQYKT04412;OKANO JACQUARD (KVJ3);master;"&nbsp;";"__Fabric:__ Cotton jersey fabric [160 g/m2]
Yarn-dyed stripes
__Fit:__ Comfort fit, slightly wider for more comfort
__Neck:__ Rib knit on collar
Recycled Quiksilver woven label inserted in side seam";[Main Fabric] 100% Cotton;T-Shirt
AQYAA03233;HOODY TOWEL (KTP6);master;"&nbsp;";"__Fabric:__ Terry cotton
Mixed batch of prints across style
Front kangaroo pocket
Chest and back logo
__Size:__ 43"" x 31""/110cm x 81cm.";[Main Fabric] 100% Cotton;Poncho Changing Towel
EQBNP03137;NEWWEGETBY (TKS0);master;"&nbsp;";"__Fabric:__ Cotton, elastane [205 g/m2]
__Fit:__ Straight tapered cargo fit
__Fly/Waist:__ Elastic waistband with Drawcord
Drawcord is fixed at middle back waistband with bartack
Contrasted embroidery QUIKSILVER lettering on left hand side pocket
Branded label on left hand front pocket and right hand back pocket";[Main Fabric] 98% Cotton, 2% Elastane;Cargo Trousers
EQYKT04414;LOPAZ STRIPED S (KTP3);master;"&nbsp;";"__Fabric:__ Organic cotton and polyester blend [190 g/m2]
Yarn-dyed thin stripes
__Fit:__ Classic, comfortable regular fit
__Neck:__ Rib knit on collar
Patch pocket on chest
Recycled Quiksilver woven flag label in side seam";[Main Fabric] 70% Cotton, 30% Polyester;T-Shirt
EQBDP03185;TAXERDENIMPTYT (KZMW);master;"&nbsp;";"__Fabric:__ Cotton Denim
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Waist:__ Adjustable
__Closure:__Drawcord
__Pockets:__ Front Slash, Back Patch
__Branding:__ Woven Label At Back Pocket";[Main Fabric] 100% Cotton;Stretch Trousers
EQBWS03389;MWCARGOSHORTYOU (TKS0);master;"&nbsp;";"__Fabric:__ Peached Cotton Twill
__Wash:__ Enzyme Wash
__Fit:__ Straight
__Outseam:__ 18"", regular length
__Waist:__ Fixed
__Closure:__Zip and button
__Pockets:__ Front slash, back welt with pocket flaps
Cargo pockets
Woven label on front slash pocket";[Main Fabric] 98% Organic Cotton, 2% Elastane;Cargo Shorts
EQYWS03912;MWCARGOSHORT (CRE0);master;"&nbsp;";"__Fabric:__ Cotton, elastane [230 g/m2]
__Fit:__ Easy straight fit
__Outseam:__ 20"" outseam
__Waist:__ Fixed waistband with zip and button closure
Side pockets
Cargo pockets
Quiksilver embroidery on side and back
Quiksilver recycled woven label pack";[Main Fabric] 98% Organic Cotton, 2% Elastane;Cargo Shorts
EQYKT04414;LOPAZ STRIPED S (RQZ3);master;"&nbsp;";"__Fabric:__ Organic cotton and polyester blend [190 g/m2]
Yarn-dyed thin stripes
__Fit:__ Classic, comfortable regular fit
__Neck:__ Rib knit on collar
Patch pocket on chest
Recycled Quiksilver woven flag label in side seam";[Main Fabric] 70% Cotton, 30% Polyester;T-Shirt
EQYDS03113;DNABEACHDENSHOR (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton denim fabric
__Wash:__ Enzyme wash
__Fit:__ Straight fit
__Waist:__ Adjustable waist
__Closure:__ Drawcord closure
__Pockets:__ Front slash pocket
Back patch pocket
__Branding:__ Woven label at back pocket";[Main Fabric] 100% Cotton;Denim Shorts
EQYWS03912;MWCARGOSHORT (CJZ6);master;"&nbsp;";"__Fabric:__ Cotton, elastane [230 g/m2]
__Fit:__ Easy straight fit
__Outseam:__ 20"" outseam
__Waist:__ Fixed waistband with zip and button closure
Side pockets
Cargo pockets
Quiksilver embroidery on side and back
Quiksilver recycled woven label pack";[Main Fabric] 98% Organic Cotton, 2% Elastane;Cargo Shorts
EQYKT04414;LOPAZ STRIPED S (WBK3);master;"&nbsp;";"__Fabric:__ Organic cotton and polyester blend [190 g/m2]
Yarn-dyed thin stripes
__Fit:__ Classic, comfortable regular fit
__Neck:__ Rib knit on collar
Patch pocket on chest
Recycled Quiksilver woven flag label in side seam";[Main Fabric] 70% Cotton, 30% Polyester;T-Shirt
EQBWS03378;TAXER YOUTH (BLC0);master;"&nbsp;";"__Fabric:__ Cotton elastane blend poplin fabric
__Wash:__ Enzyme wash
__Fit:__ Straight fit
__Outseam:__ 15""outseam, short length
__Waist:__ Elasticated waist
__Closure:__ Drawcord closure
__Pockets:__ Front slash pockets
Back patch pocket
__Branding:__ Woven label at front waist back
Woven label at back patch";[Main Fabric] 98% Cotton, 2% Elastane;Elastic Waist Walkshorts
EQYWS03912;MWCARGOSHORT (GPB6);master;"&nbsp;";"__Fabric:__ Cotton, elastane [230 g/m2]
__Fit:__ Easy straight fit
__Outseam:__ 20"" outseam
__Waist:__ Fixed waistband with zip and button closure
Side pockets
Cargo pockets
Quiksilver embroidery on side and back
Quiksilver recycled woven label pack";[Main Fabric] 98% Organic Cotton, 2% Elastane;Cargo Shorts
EQBWS03378;TAXER YOUTH (CRE0);master;"&nbsp;";"__Fabric:__ Cotton elastane blend poplin fabric
__Wash:__ Enzyme wash
__Fit:__ Straight fit
__Outseam:__ 15""outseam, short length
__Waist:__ Elasticated waist
__Closure:__ Drawcord closure
__Pockets:__ Front slash pockets
Back patch pocket
__Branding:__ Woven label at front waist back
Woven label at back patch";[Main Fabric] 98% Cotton, 2% Elastane;Elastic Waist Walkshorts
EQYWS03912;MWCARGOSHORT (KVJ0);master;"&nbsp;";"__Fabric:__ Cotton, elastane [230 g/m2]
__Fit:__ Easy straight fit
__Outseam:__ 20"" outseam
__Waist:__ Fixed waistband with zip and button closure
Side pockets
Cargo pockets
Quiksilver embroidery on side and back
Quiksilver recycled woven label pack";[Main Fabric] 98% Organic Cotton, 2% Elastane;Cargo Shorts
AQYHA04614;AMPED UP (KZM0);master;"&nbsp;";"__Fabric:__ Amphibian fabric
__Technology:__ Flexfit¨
__Construction:__ 6-panel cap
__Visor/Brim:__ Curved brim
__Branding:__ Domed sonic weld logo on centre front";[Main Fabric] 71% Recycled Polyester, 15% Polyester, 8% Elastane, 6% Cotton;Flexifit Hat
EQWWT03153;LUDDENSHIRT (GCC6);master;"&nbsp;";"__Fabric:__ seersucker textured fabric cotton elastane [88 g/m2]
__Fit:__ Dad fit
__Closure/Neck:__ Camp button closure
Quiksilver yarn-dyed plaid
All-over printed design
Recycled Quiksilver label pack";[Main Fabric] 97% Cotton, 3% Elastane;Short Sleeve Shirt
EQWNP03067;VISTAWOVENPANT (SZH1);master;"&nbsp;";"__Fabric:__ Lyocell [155 g/m2]
__Fit:__ Pleat and wide legs fit
Elasticated waistband
__Wash:__ Softener wash and anti-pilling treatment
Quiksilver embroidery on left leg";[Main Fabric] 100% Lyocell;Elasticated Trousers
EQWWK03029;LUDDENSKIRT (CJZ1);master;"&nbsp;";"__Fabric:__ seersucker textured fabric cotton elastane [88 g/m2]
__Fit:__ Mini
__Wash:__ Simple garment wash
Softener wash on fabric
Invisible zip opening on centre back
Quiksilver recycled woven label pack";[Main Fabric] 97% Cotton, 3% Elastane;Mini Skirt
AQBHA03607;CLASSIC FOAM M& (TKS0);master;"&nbsp;";"__Fabric:__ Polyester fabric
__Construction:__ 5 panel construction
__Visor:__ Flat bill
__Closure:__Plastic snapback closure
__Branding:__ High density screen print on centre front
__Other Features:__ Mixed batch patches across style
Polyester foam backed front panel
Mesh rear panels
High Definition label at rear closure";100% Polyester;Trucker Cap
EQWNP03067;VISTAWOVENPANT (TKS0);master;"&nbsp;";"__Fabric:__ Lyocell [155 g/m2]
__Fit:__ Pleat and wide legs fit
Elasticated waistband
__Wash:__ Softener wash and anti-pilling treatment
Quiksilver embroidery on left leg";[Main Fabric] 100% Lyocell;Elasticated Trousers
AQBHA03607;CLASSIC FOAM M& (KZM0);master;"&nbsp;";"__Fabric:__ Polyester fabric
__Construction:__ 5 panel construction
__Visor:__ Flat bill
__Closure:__Plastic snapback closure
__Branding:__ High density screen print on centre front
__Other Features:__ Mixed batch patches across style
Polyester foam backed front panel
Mesh rear panels
High Definition label at rear closure";100% Polyester;Trucker Cap
